title,description,published_date,channel_id,category,duration,total_views,total_likes,total_dislikes,total_comments,video_extracted_date,thumbnail,topic_categories,video_id,transcription
"Applying new foreign policies, Russia's step ended US dominance?","President Vladimir Putin signed a Russian new foreign policy strategy aimed at ending US dominance and hegemony and identifying China and India as the main partners for the future on Friday (3/31/2023).

The document was published on the Kremlin website stated that Russia would aim to create conditions for any country to reject neo-colonialist and hegemonic goals.

In the announcement of the signing of the document, Putin said, the renewal of Russia's strategy for involvement on the global stage was needed because of radical changes in the world.

Check out in full in the following video.
Scriptwriter: Hanindiya Dwi Lestari
Narrator: Annisa Nurmaulia Al Fajri
Video Editor: Armitha SATHI DEVI
Producer: Naufal Noorosa Ragadini
Music: Goddess of the Sea - Jimena Contraras
#RUSIA #AMERIKASERIKAT #LANGKAHRUSIANIAHIDOMINATION",2023-04-01T11:13:04Z,UCPAxpUn1mrn14xU0JpsLhDg,News & Politics,219.0,336657,2911,0,837,2023-11-07T11:04:36.740008,https://i.ytimg.com/vi/FNuquyLiXKg/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",FNuquyLiXKg,"[Music] President Vladimir Putin is known to have signed Russia's new foreign policy strategy on Friday 31 March 2023. This is strongly suspected to lead Russia to its goal, namely to end US and Western domination and hegemony and identify China and India as Main Partners [Music] terms These unfriendly countries were used by Russia on countries, especially in Europe and North America, which condemned Russia's special military operations in Ukraine. The document was published by the Kremlin which stated that Russia would create conditions for any country to reject the goals of neocolonialism and hegemony of the foreign minister.  Russia's Sergila Frog stated that the strategy document also recognizes the nature of the threat to the country's security and development driven by the actions of countries that are unfriendly to Russia [Music] [Music] Meanwhile President Putin also revealed that renewing Russia's strategy for engagement on the Global stage is a step  which is necessary because of radical changes in the world, the strategy document also seems to increasingly reflect the attitude of the Russian leader, who is increasingly anti-Western, it is known that Russia is increasingly isolated by the US and the West on the world stage, therefore Russia is allegedly trying to improve political and economic relations with countries in Asia. such as China and India taking a Neutral stance towards the war in Ukraine, even Russia is known to have increased energy troops to China and India after being almost cut off from traditional European markets. Russia's strategy also states that its country will defend traditional spiritual and moral values ​​against humanistic and ideological attitudes.  other neoliberals [Music] In the new strategy it is also stated that Russia chooses relations with China and India. They also emphasize the importance of deepening relations and coordination with centers of power and global development located on the Eurasian continent. Previously, Chinese President XI Jinping also had time to travel to Russia to  met with white Vladimir the two met to discuss relations between the two countries and also the war in Ukraine [Music]"
The issue of Chinese discrimination against Muslim Uighur Harvest World Society,"China was bombarded with various criticisms from the world community for their treatment which was considered to oppress a large number of Uighur people, the Muslim minority group, among others by arresting them in special camps.

Twitter: https://twitter.com/tvonews

Facebook: http://facebook.com/tvonews

Instagram: http://instagram.com/tvonews

-------------------------------------------------------------------------",2019-12-27T06:55:44Z,UCER4rvDnRBPr_ncYW4UCZjg,News & Politics,171.0,105089,1613,0,879,2023-11-07T11:04:39.375485,https://i.ytimg.com/vi/KoSRAzSjmRM/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",KoSRAzSjmRM,The issue of Chinese discrimination against Mus...
The issue of Chinese discrimination against Muslim Uighur Harvest World Society,"China was bombarded with various criticisms from the world community for their treatment which was considered to oppress a large number of Uighur people, the Muslim minority group, among others by arresting them in special camps.

Twitter: https://twitter.com/tvonews

Facebook: http://facebook.com/tvonews

Instagram: http://instagram.com/tvonews

-------------------------------------------------------------------------",2019-12-27T06:55:44Z,UCER4rvDnRBPr_ncYW4UCZjg,News & Politics,171.0,105089,1613,0,879,2023-11-07T11:04:39.373454,https://i.ytimg.com/vi/KoSRAzSjmRM/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",KoSRAzSjmRM,The issue of Chinese discrimination against Mus...
Michael Owen picks his best England XI | Dream Team,"On this day back in 1998 Michael Owen scored a superb solo goal against Argentina at the World Cup in France. He played with some great players during his international career, but which of them made it into his England dream team?

WEB
The FA: thefa.com
Wembley Stadium: wembleystadium.com

TWITTER
The FA: twitter.com/fa
The England Football Team: twitter.com/england
Wembley Stadium: twitter.com/wembleystadium
The FA WSL: twitter.com/fawsl

FACEBOOK
The FA Cup: facebook.com/thefacup
The England Football Team: facebook.com/englandteam
The England Women’s Football Team: facebook.com/englandwomen
The FA WSL: facebook.com/fawsl
Wembley Stadium: facebook.com/wembleystadium

INSTAGRAM
The England Football Team: instagram.com/england",2015-06-30T08:00:01Z,UCNT2e7Og56vm5_V-yJWvglA,Sports,283.0,774071,6437,0,862,2023-11-07T11:04:37.653310,https://i.ytimg.com/vi/8bxFmdWMwTk/hqdefault.jpg,"https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Sport",8bxFmdWMwTk,hi i'm michael owen and this is my england dream team goal is going to be david seaman he was in goal for the majority of my england career very safe pair of hands a real solid dependable reliable goalkeeper had some great days with england he gets my number one vote my right back is going to be gary neville fantastic club career but fantastic england career as well you know he was fit he used to bum down that wing you know he could defend he was really tough quick and strong and had a real good mentality as well so you know for longevity for quality gary neville's the right back my right centre back is going to be rio ferdinand world-class simple simple as he was a rolls-royce of a player big strong quick brilliant with his feet great on the ball rio ferdinand straight in there at center half okay left centre-back is a little bit trickier i'm gonna go with tony adams he played in the 1998 world cup team with me in france commanding great captain for all his strengths off the pitch as well as on you know you always need one of those type of leaders on the pitch my left back is going to be ashley cole i don't think there's any question that for a certain point in time certainly in the european championships in portugal that ashley cole was the best left back in the world he hit the hundred caps you know top quality player and really is a modern full-back that likes to get forward but a really good defender as well my right midfield is going to be david beckham fantastic work right had a wonderful right foot set pieces were brilliant and the main thing is he created many many of my goals so as i say just hit the ball on the six punts you just had to get in the box and he would find you scored some really important goals as well for england over the years captain he's got to be in there so the first center midfield player that i'm going to put in is steven gerrard my old team mate for liverpool i don't think this country has seen many better players over the years you know he had absolutely everything size power pace strength could score could tackle could pass he was just the total all-round midfield player okay so our next center midfield players got to be paul scholes scolsi was a genius absolute genius you know he was a center forward stream you make a run and he put the ball perfectly in your path he liked to tackle he wasn't he wasn't the best at time in his tackles but he was a tough player and any footballer you ask will always say skulls who was one of the best players that they have ever played with so paul scholes is going to join stephen jarrod in the center midfield a left midfield is not a conventional midfield player because i've got to fit myself into this team haven't i so i'm going to put wayne rooney on the left he has done it before manchester united and england great lad great player scores goals you know in the big competitions he has to go in in any england 11 really as i say he's going to break all the records and you know fully deserves it too he's been he's been a you know a credit to himself his club and his country and great that he's got the captaincy now as well the first center forward is going to be alan shearer he was one of the best players in the world best strikers had a great euro 96 and then continued it as well you know his goal scoring in the premier league is is amazing but um for england as well he got his fair share and he's uh he's certainly going in there as a as a center forward one of the first names on the team sheet and the final piece of the jigsaw has got to be myself isn't i've got to find room for myself uh unbelievable player no i had a fantastic career with england love every minute every game that i played and rounding my career off scoring 40 goals was was a really proud moment in many ways and i'd love to have played for england longer but it will never gloss over what a fantastic england career i had and enjoyed every minute of it so i'm sneaking in there alongside alan shearer and i think it would have been quite an attacking team that i've selected there it would certainly have competed well on the on the international stage in a world cup maybe plenty of goals i would say we've got a good goalkeeper strong back four but as i say in front of that there's plenty of attacking talent so i would have thought every game would be 4-3 to england you
"Use a red beret, Prabowo 'surrounded' Kopassus","VIVA - Prabowo Subianto attended the thanksgiving of the 67th Special Forces Command or Kopassus.This activity was held at the Kopassus Cijantung ceremony field, East Jakarta.

============================

VIVA.co.id: https://www.viva.co.id/
Facebook: https://www.facebook.com/vivacoid
Twitter: https://twitter.com/vivacoid
Google+: https://plus.google.com/+vivacoid
Line: https://timeline.line.me/user/_dt4rd5dluvspngsg4piuvrmtby_qntrclu6-ODG
Instagram: https://www.instagram.com/vivacoid/?hl=en

Watch the other latest videos here https://goo.gl/hyoq7t",2019-04-24T08:32:11Z,UCB1fvlA5xmLJ0tZblpoTuaQ,News & Politics,115.0,1337976,7008,0,862,2023-11-07T11:04:38.217304,https://i.ytimg.com/vi/o5WLUOn0qb0/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",o5WLUOn0qb0,"Subscribe, Like, Like, Like, Like, Subscribe, S..."
Relativity of Simultaneity | Special Relativity Ch. 4,"Go to http://brilliant.org/MinutePhysics for 20% off a premium subscription to Brilliant!

Mark Rober's youtube channel: https://www.youtube.com/markrober

The previous videos in this series:
Chapter 1: Why Relativity is Hard https://www.youtube.com/watch?v=1rLWVZVWfdY&
Chapter 2: Spacetime Diagrams https://www.youtube.com/watch?v=hTxWAQGgeQw
Chapter 3: Lorentz Transformations https://www.youtube.com/watch?v=Rh0pYtQG5wI

This video is chapter 4 in my series on special relativity, and it covers how things that appear simultaneous from one perspective in our universe aren't simultaneous from other moving perspectives - that is, from inertial reference frames moving at different speeds. This is explained via the Lorentz transformation of coordinates of the events in question, enacted with a mechanical minkowski diagram, aka mechanical Lorentz transformation, aka spacetime globe.

Support MinutePhysics on Patreon! http://www.patreon.com/minutephysics
Link to Patreon Supporters: http://www.minutephysics.com/supporters/

MinutePhysics is on twitter - @minutephysics
And facebook - http://facebook.com/minutephysics
And Google+ (does anyone use this any more?) - http://bit.ly/qzEwc6

Minute Physics provides an energetic and entertaining view of old and new problems in physics -- all in a minute!

Created by Henry Reich",2018-04-26T13:35:05Z,UCUHW94eEFW7hkUMVaZz4eDg,Science & Technology,228.0,784155,22000,0,896,2023-11-07T11:04:42.616014,https://i.ytimg.com/vi/SrNVsfkGW-0/hqdefault.jpg,https://en.wikipedia.org/wiki/Knowledge,SrNVsfkGW-0,"In our universe, when you change from a non-moving
perspective to a moving one, or vice versa, that change of perspective is represented
by a what's called Lorentz transformation, which is a kind of squeeze-stretch rotation
of spacetime that I've mechanically implemented with this spacetime globe. A quick reminder - spacetime diagrams plot
position on the horizontal axis and time on the vertical axis, and something moving as
time passes traces out a path through spacetime called a worldline. One of the first things you might notice about
Lorentz transformations is that events that were at different places at the same time
before the transformation aren't at the same time after the transformation. This means that from the perspectives of people
going different speeds, simultaneous events for one person won't be simultaneous for the
other, and vice versa. For example, if from my perspective these
two boxes spontaneously combust at the same time, and you're moving at a third the speed
of light to my right, then from your perspective, that is, the perpective from which you're
not moving so your worldline is purely vertical, from your perspective the box on the right
will combust first, and the box on the left will combust second. The takeaway here is that our universe has
neither an absolute notion of time nor an absolute sense of simultaneous events, and
that simultaneity breaks down more the farther away from each other two things are – a
box even farther to the left that from my perspective simultaneously spontaneously combusts
with the others will, from your moving perspective, be even farther out of sync with the box on
the right. This is described by the time part of the
Lorentz Transformation equations, the part that says t new = gamma times t minus v times
x over c squared). Because of the x in there, the farther away
an event is from you, the more its time from the new perspective will be out of sync with
events closer to you. Though because of the factor of c squared
in the denominator, which is huge, it's hard to notice anything being out of sync until
either your speed or distance to the object in question are really really really big – like,
you'd have to be going half the speed of light and be comparing things farther apart than
the earth and moon before things would become more than 1 second out of sync. But in that case, events that were simultaneous
from my perspective really would be out of sync for you! As surprising as this may seem, it might feel
more familiar and comfortable when you remember that this “getting out of alignment” phenomenon
happens to points at the same place in space, too, which is literally what we think of as
defining motion – from my perspective, this box is at the same position at different times
– that is, it's not moving; maybe, “simulspacious”– but from your moving perspective it's at different
positions at different times – it is moving. Relativity of simultaneity is just the other
side of the coin – the fact that events that happen at the same time at different
spatial positions happen at different times when viewed from a moving perspective. All together, in our universe, the takeaway
is this: events that were previously either all at the same place or all at the same time
get out of alignment with each other when you change to a moving perspective. A big thanks again to Mark Rober for making
the spacetime globe a reality, and to dive more into the details of relativity of simultaneity,
I highly recommend heading over to Brilliant.org's course on special relativity that they've
been developing simultaneously with this video series (well, at least, simultaneous from
my perspective). There, you can explore custom scenarios and
do actual puzzles and problems that help you build on what you learned in this video, like
figuring out how laser tag would work at relativistic speeds! The special relativity questions on Brilliant.org
are specifically designed to help you go deeper on the topics I'm including in this series,
and you can get 20% off of a Brilliant subscription by going to Brilliant.org/minutephysics. Again, that’s Brilliant.org/minutephysics
which gets you 20% off premium access to all of Brilliant's courses and puzzles, and lets
Brilliant know you came from here."
"Firli Bahuri ""Untouched"", KPK Dewas Section of the Problem","Former Chairman of the 2015-2019 Corruption Eradication Commission (KPK), Saut Situmorang, reported the current KPK Chairperson, Firli Bahari to the KPK Supervisory Board (Dewas).

However, Saut Situmorang who was accompanied by other former KPK chairpersons such as Abraham Samad to the Baswedan novel got results that were not in accordance with expectations.They were scolded by the Chairman of the Supervisory Board (Dewas) Tumpak Hatorangan Panggabean.

According to Saut, Tumpak actually complained about the KPK law to limit its authority.

Check out in full in the following video!

Journalist Video: Talitha Yumnaa, Nissi Elizabeth
Author: Syakirun ni'am
Scriptwriter: Anneke Sherina Ramadhani
Narrator: Anneke Sherina Ramadhani
Video Editor: Anneke Sherina Ramadhani
Producer: Mochamad Sadheli

Music by: Brooklyn and the Bridge - Nico Staff

#FIRLIBAHURI #KPK #Jesting Harapan",2023-04-11T02:14:06Z,UCPAxpUn1mrn14xU0JpsLhDg,News & Politics,214.0,114020,644,0,882,2023-11-07T11:04:41.464014,https://i.ytimg.com/vi/oJWRnaOAodo/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",oJWRnaOAodo,"[Music] Chairman of the Corruption Eradication Commission, Firly, will remain untouched by the nudges from the former KPK. Previously, the efforts of former KPK chairman such as Saud Situmorang Abraham Samad to the Baswetan novel to report Firly to the former chairman of the KPK for the 2015 to 2019 period. Saut Situmorang admits that he was scolded by the chairman of the board.  supervisor Tumpak haturangan Panggabean when reporting alleged violations according to Saud when he and another former KPK chairman Abraham Samad until the novel Baswedan reported kedewas tumpak actually complained that the KPK law limited his authority [Musik] South revealed Dewa before starting to process reports of alleged ethical and criminal violations Firly but  he has given up on the grounds that he does not have the authority. Saud predicts that Firly's report of alleged criminal violations will end like Problems at the Corruption Eradication Commission on the same occasion, Abraham admitted that he did not have much hope from God at this time, however, he still encouraged and supervised adults so that he could examine Firly's alleged ethical violations objectively. Congratulations on saying that in his alleged ethical violations this time, Firly was no longer as free as before, a number of  former leader and senior Corruption Eradication Commission investigator Novel Baswedan visited the old Corruption Eradication Commission building to report alleged ethical and criminal violations. also joined their movement, then former KPK advisors Abdullah Hemaha Hua and Budi Santoso as well as former KPK investigators who had been fired because they were declared not to have passed the national insight test also joined in. The report was submitted to Dewa after they demonstrated in front of the KPK's red and white building asking for Firly to be removed. From the information circulating, the leaked documents investigating the corruption case at the Ministry of Energy and Mineral Resources which are currently being investigated by the Corruption Eradication Commission, Corruption Eradication Commission Chairman Firly, are said to have been involved in leaking the confidential documents. He was also reported to the Corruption Eradication Committee (KPK) [Musik]"
10 Magical Passes Only Mesut Özil Can Do,"Please subscribe and like the video, I would massively appreciate it!

Music🎵: Unknown Brain - Waiting (feat. Lox Chatterbox, BLVKSTN & Salvo)
Paapi Muzik - Fake Love

For any enquiries:
tri7arsenal@gmail.com",2018-12-23T16:41:36Z,UCPuTlMCvvL748WDlx-h8Vow,Sports,229.0,2828693,31456,0,896,2023-11-07T11:04:43.214318,https://i.ytimg.com/vi/ksoXYFKSvPQ/hqdefault.jpg,"https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Sport",ksoXYFKSvPQ,I I've put you in this too! I've put you in thi...
10 Magical Passes Only Mesut Özil Can Do,"Please subscribe and like the video, I would massively appreciate it!

Music🎵: Unknown Brain - Waiting (feat. Lox Chatterbox, BLVKSTN & Salvo)
Paapi Muzik - Fake Love

For any enquiries:
tri7arsenal@gmail.com",2018-12-23T16:41:36Z,UCPuTlMCvvL748WDlx-h8Vow,Sports,229.0,2828693,31456,0,896,2023-11-07T11:04:43.219307,https://i.ytimg.com/vi/ksoXYFKSvPQ/hqdefault.jpg,"https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Sport",ksoXYFKSvPQ,I I've put you in this too! I've put you in thi...
"Firli Bahuri ""Untouched"", KPK Dewas Section of the Problem","Former Chairman of the 2015-2019 Corruption Eradication Commission (KPK), Saut Situmorang, reported the current KPK Chairperson, Firli Bahari to the KPK Supervisory Board (Dewas).

However, Saut Situmorang who was accompanied by other former KPK chairpersons such as Abraham Samad to the Baswedan novel got results that were not in accordance with expectations.They were scolded by the Chairman of the Supervisory Board (Dewas) Tumpak Hatorangan Panggabean.

According to Saut, Tumpak actually complained about the KPK law to limit its authority.

Check out in full in the following video!

Journalist Video: Talitha Yumnaa, Nissi Elizabeth
Author: Syakirun ni'am
Scriptwriter: Anneke Sherina Ramadhani
Narrator: Anneke Sherina Ramadhani
Video Editor: Anneke Sherina Ramadhani
Producer: Mochamad Sadheli

Music by: Brooklyn and the Bridge - Nico Staff

#FIRLIBAHURI #KPK #Jesting Harapan",2023-04-11T02:14:06Z,UCPAxpUn1mrn14xU0JpsLhDg,News & Politics,214.0,114020,644,0,882,2023-11-07T11:04:41.874011,https://i.ytimg.com/vi/oJWRnaOAodo/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",oJWRnaOAodo,"[Music] Chairman of the Corruption Eradication Commission, Firly, will remain untouched by the nudges from the former KPK. Previously, the efforts of former KPK chairman such as Saud Situmorang Abraham Samad to the Baswetan novel to report Firly to the former chairman of the KPK for the 2015 to 2019 period. Saut Situmorang admits that he was scolded by the chairman of the board.  supervisor Tumpak haturangan Panggabean when reporting alleged violations according to Saud when he and another former KPK chairman Abraham Samad until the novel Baswedan reported kedewas tumpak actually complained that the KPK law limited his authority [Musik] South revealed Dewa before starting to process reports of alleged ethical and criminal violations Firly but  he has given up on the grounds that he does not have the authority. Saud predicts that Firly's report of alleged criminal violations will end like Problems at the Corruption Eradication Commission on the same occasion, Abraham admitted that he did not have much hope from God at this time, however, he still encouraged and supervised adults so that he could examine Firly's alleged ethical violations objectively. Congratulations on saying that in his alleged ethical violations this time, Firly was no longer as free as before, a number of  former leader and senior Corruption Eradication Commission investigator Novel Baswedan visited the old Corruption Eradication Commission building to report alleged ethical and criminal violations. also joined their movement, then former KPK advisors Abdullah Hemaha Hua and Budi Santoso as well as former KPK investigators who had been fired because they were declared not to have passed the national insight test also joined in. The report was submitted to Dewa after they demonstrated in front of the KPK's red and white building asking for Firly to be removed. From the information circulating, the leaked documents investigating the corruption case at the Ministry of Energy and Mineral Resources which are currently being investigated by the Corruption Eradication Commission, Corruption Eradication Commission Chairman Firly, are said to have been involved in leaking the confidential documents. He was also reported to the Corruption Eradication Committee (KPK) [Musik]"
"TNI Soldier Jago 7 Foreign Language, Defense Minister Prabowo Subianto was amazed","VIVA - Minister of Defense, Prabowo Subianto, was amazed by the Army soldiers who mastered seven world languages.The moment of their meeting was uploaded by Prabowo's personal aide, Rizky Irmansyah, on Thursday, January 7, 2021. In the video, a soldier named Koptu Hardius Rusman had a dialogue with Prabowo.Prabowo was surprised to hear the fluent of the Bengkulu -born soldier in German, French, Dutch and Portuguese.The Iskandar Muda Kodam soldier, Aceh, was brought directly to Jakarta according to Prabowo's request.Previously, Prabowo saw Hardius's video of saying the seven European languages he mastered.

============================

VIVA.co.id: https://www.viva.co.id/
Facebook: https://www.facebook.com/vivacoid
Twitter: https://twitter.com/vivacoid
Google+: https://plus.google.com/+vivacoid
Line: https://timeline.line.me/user/_dt4rd5dluvspngsg4piuvrmtby_qntrclu6-ODG
Instagram: https://www.instagram.com/vivacoid/?hl=en

Watch the other latest videos here https://goo.gl/hyoq7t",2021-01-09T01:00:05Z,UCB1fvlA5xmLJ0tZblpoTuaQ,People & Blogs,112.0,1397224,9215,0,912,2023-11-07T11:04:43.847321,https://i.ytimg.com/vi/VDNkFvLGGWY/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",VDNkFvLGGWY,[Music] the slingshot in July 22 Ramadan wright that's it yeah ok the game then amar no more no [Applause] [ Music] it was okay but that's it [ Music] see you later [Applause] [Music]
Pak's double game with Putin 'exposed' | Zelensky's Minister on Islamabad arming Kyiv amid war,"Ukraine breaks its silence on reports claiming Pakistan supplied weapons to Kyiv amid war with Russia. Ukrainian deputy foreign minister Emine Dzhaparova, who was in India, said that Ukraine for many years have had military contracts with Pakistan. She added that Kyiv’s relations with Islamabad are not targeted against India. Watch this video for more.

#pakistan #ukraine #russiaukrainewar #ukrainewar #shehbazsharif #putin #zelensky #india #newdelhi #military #defence 

Hindustan Times Videos bring you news, views and explainers about current issues in India and across the globe. We’re always excited to report the news as quickly as possible, use new technological tools to reach you better and tell stories with a 360 degree view to give you a better understanding of the world around you.",2023-04-11T13:34:18Z,UCm7lHFkt2yB_WzL67aruVBQ,News & Politics,173.0,231923,1658,0,889,2023-11-07T11:04:42.231318,https://i.ytimg.com/vi/TJG6Qwb-0JA/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",TJG6Qwb-0JA,I am here actually is to make Ukraine and India closer to each other [Music] [Applause] [Music] [Music] [Music] all right [Music] foreign [Music] against India we had contracts for decades actually during like in 90s after the Soviet Epoch so this Corporation was uh uh since like many years before but I believe that cooperation with India and why I'm here actually is to make Ukraine and India closer to each other and we also have different suggestions in a military field and I brought these suggestions on behalf of my president and we hope that India would consider these suggestions and then at the end of the day let us overcome the pages of history and build up a new history of our bilateral relations [Music] I am here actually is to make Ukraine and India closer to each other and we also have different suggestions in a military field and I brought these suggestions on behalf of my president and we hope that India would consider these suggestions and then at the end of the day let us overcome uh the pages of history and build up a new history of our bilateral relations
Chicharito Chooses His All Time World XI | C This Eleven,"Chicharito makes a world XI with players whose surnames being with C... What do you think of the team and can you think of any other players that should have been included?

► Subscribe: http://bit.ly/1QALxTA
► Follow us on Twitter: http://www.Twitter.com/westhamutd
► Like us on Facebook: http://www.facebook.com/westhamunited
► Follow us on Instagram: https://instagram.com/westham
► Add us on Snapchat: westham
► Visit our official website: http://www.whufc.com
► Buy tickets: http://www.whufc.com/Tickets/Match-Tickets",2019-04-11T15:55:44Z,UCCNOsmurvpEit9paBOzWtUg,Sports,247.0,1165791,22549,0,910,2023-11-07T11:04:43.854302,https://i.ytimg.com/vi/yG9o-Z4HUY8/hqdefault.jpg,"https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Sports_game",yG9o-Z4HUY8,oh my heart says Campos but I will say Casillas definitely because for me it's the greatest keeper of the world because no one ever have lived in to your European competitions a cops and the World Cup you know championship and I play with him in Madrid and we spend a good time together - he helped me a lot so I'll choose casi like a fool definitely a for me one of the greatest right backs of the world the way he played in that like defender position was very attractive so if he won a lot he was a very good defensive player was well a very good at attacking me kind of our kind of Al and Q one day they woke up - he won the Golden Ball - so yeah one of the greatest is center-backs well as well collinear play against here by one of the toughest and center buys one of the best in the world right now and they were stuff where they take a lot I will say ricardo carvalho because in there in the style in my team I have already kind of are they were good with a ball but as well ricardo carvalho I think he was our more it was a very good defender but a very technical tool and I like defenders who know how to play with it Roberto Carlos as well see me similarities I mean in the is in the style of play about Kafue and him different of obviously but that left-footed in free kicks or a crossing or getting in front I was a good defender I think Roberto comes now Michael Carrick for me is one of the most underrated players in history definitely I play with him it was such important player for us for my United unfortunately in in for England they were a lot of Middle East like Scalzi like Gerard Lampard and other midfielders were for him I think if England will play him in some World Cup South England would you have been much powerful I mean because he's a very complete players and I loved watching him when he was a player and playing with him even more Rico stock very elegant like number 10 all times number 10 player in the way he play was very very good a great player that's tough because those two players were are Kassala still playing local no but very good players who I will keep Kassala definitely because he is a very key player with the left foot with the right foot like I said it in my team he must be him even though your call could be in the bench because he's a great a great player talk Crespo I love Kalani definitely I know him is a very good guy but Crespo the way I love that kind of strikers he was unbelievable in there in all the things he play he was very very good and that's your Parma Chelsea in the landing all the team so they are Chris Paul Ekman no that's too tough that's tough but I will say canter now because of the United past you know I was agitated play Atari telephony and he's gonna be the captain of the team [Music] subscribe to our YouTube channel and click here [Music]
"President Jokowi's working visit on Nias Island, July 6, 2022",into,2022-07-07T00:48:54Z,UC_m_NBgf7ieJBHzb6vvJC5A,News & Politics,246.0,382509,7779,0,893,2023-11-07T11:04:42.402013,https://i.ytimg.com/vi/Os_QpaN5hhs/hqdefault.jpg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",Os_QpaN5hhs,"don't use it for additional business capital [Applause] it says cleanliness, please help our people, it's 5,000 if you buy it, it's usually Rp. 5,000, usually if you buy it in the machine, Mr. President's eyes are Rp. 50,000 Oh, what a shame, Mr. President [Music] Oh, what would you prefer to eat, Jokowi  coming here to see the people here who are struggling is truly extraordinary, the people here, I hope for Pak Jokowi's helping hand to develop Nias, we cannot stop you, sir, prayer if our roads here are very, very impassable.  the people who come here Visit North Nias, this is our hope, Mr. Jokowi, listen to our voice, this is Sir, build him Suta, that is their sir [Music] we are now in West Nias Regency, Sirombu District, and behind us there is a bridge called Idano  Sibolu, yes, this is a bridge that was just completed in 2021. We are trying to improve connectivity so that West Nias and North Nias Regencies are no longer isolated by building roads. to Mr. Jokowi and his entourage, I hope that this assistance will always be distributed to us, the small community in general, Sir. Thank you, Sir, everyone. I feel happy. This is the first time I have met Mr. Jokowi, Mr. President, who has helped us, especially those of us on Nias Island who need help, Mr. President."
Rare Moment!Chinese President Xi Jinping visits Uighur Muslim Village,"Xinjiang, Kompas.tv is a rare moment from Chinese President Xi Jinping visiting the Xinjiang autonomous region.

Xinjiang is the house of millions of ethnic Muslim Uighur ethnic minorities in northwestern China.

The visit of Chinese President Xi Jinping was conducted for 4 days until July 14, 2022.

This is Xi Jinping's first visit since 8 years ago.

Also read to visit Xinjiang, Xi Jinping calls Islam and religious adaptation to socialist communities at https://www.kompas.tv/article/310068/melawat-ke-xinjiang-xi-jinping-soal-islam-dan-adaptation-religion-with-socialist-society

For 4 days, Xi Jinping visited a number of sites in Xinjiang including cotton plantations, trading zones and museums.

Uighur residents also welcomed President Xi Jinping.

During his visit, Xi urged that Xinjiang officials always listen to the voice of the people to win their hearts and make people unite.

Video Editor: Firmansyah

This article can be seen at: https://www.kompas.tv/article/310729/momen-langka-presiden-china-xi-jinping",2022-07-19T10:10:34Z,UC5BMIWZe9isJXLZZWPWvBlg,News & Politics,100.0,285115,2712,0,950,2023-11-07T11:04:48.770102,https://i.ytimg.com/vi/Se2h1pyAjKw/hqdefault.jpg,https://en.wikipedia.org/wiki/Society,Se2h1pyAjKw,[Music] [Music] you
Rare Moment!Chinese President Xi Jinping visits Uighur Muslim Village,"Xinjiang, Kompas.tv is a rare moment from Chinese President Xi Jinping visiting the Xinjiang autonomous region.

Xinjiang is the house of millions of ethnic Muslim Uighur ethnic minorities in northwestern China.

The visit of Chinese President Xi Jinping was conducted for 4 days until July 14, 2022.

This is Xi Jinping's first visit since 8 years ago.

Also read to visit Xinjiang, Xi Jinping calls Islam and religious adaptation to socialist communities at https://www.kompas.tv/article/310068/melawat-ke-xinjiang-xi-jinping-soal-islam-dan-adaptation-religion-with-socialist-society

For 4 days, Xi Jinping visited a number of sites in Xinjiang including cotton plantations, trading zones and museums.

Uighur residents also welcomed President Xi Jinping.

During his visit, Xi urged that Xinjiang officials always listen to the voice of the people to win their hearts and make people unite.

Video Editor: Firmansyah

This article can be seen at: https://www.kompas.tv/article/310729/momen-langka-presiden-china-xi-jinping",2022-07-19T10:10:34Z,UC5BMIWZe9isJXLZZWPWvBlg,News & Politics,100.0,285114,2712,0,950,2023-11-07T11:04:49.035640,https://i.ytimg.com/vi/Se2h1pyAjKw/hqdefault.jpg,https://en.wikipedia.org/wiki/Society,Se2h1pyAjKw,[Music] [Music] you
